City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Acreage,Property Type,Square Footage,Garage,Parking,Basement,Exterior,Fireplace,Heating,Flooring,Roof,Waterfront,Sewer,Pool,Garden,Balcony
Calgary,AB,51.1702305,-114.1190532,888000.0,5.0,4.0,0.09,Single Family,2689.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Yorkton,SK,51.167566,-102.473607,1248000.0,5.0,4.0,13.87,Single Family,2986.0,Yes,No,Finished,Concrete,No,forced air,,asphalt,No,septic,No,No,No
Miry Creek Rm No. 229,SK,50.683066,-108.609087,299000.0,1.0,1.0,0.0,Condo,1584.0,Yes,Yes,,Vinyl,No,forced air,,,No,septic,No,No,No
Saskatoon,SK,52.1734939,-106.5406813,675000.0,4.0,4.0,0.1,Single Family,1560.0,Yes,No,Finished,Vinyl,Yes,forced air,,asphalt,No,none,No,No,No
Martensville,SK,52.2824138,-106.6546769,609900.0,3.0,3.0,0.17,Single Family,1984.0,Yes,Yes,Finished,Vinyl,Yes,forced air,,asphalt,No,none,No,No,No
Moose Jaw,SK,50.4014034,-105.5763161,99900.0,2.0,1.0,0.0,Condo,846.0,No,Yes,,,Yes,boiler,,,No,none,No,No,No
Calgary,AB,50.93632202,-114.07707279,240000.0,2.0,2.0,0.0,Condo,826.0,No,Yes,,,Yes,boiler,carpet,,No,none,No,No,Yes
Calgary,AB,50.9014029,-114.0862793,749800.0,3.0,3.0,0.13,Single Family,1650.0,Yes,No,Finished,Vinyl,Yes,forced air,carpet,,No,none,No,No,No
Airdrie,AB,51.2588849,-113.9905094,409900.0,2.0,3.0,0.0,Condo/Townhome,1108.0,Yes,No,,Vinyl,No,forced air,carpet,,No,none,No,No,No
Chestermere,AB,51.03495791,-113.86007309,462850.0,2.0,3.0,0.04,Townhome,1179.0,Yes,No,,,No,forced air,carpet,fiberglass,No,none,No,No,No
Chestermere,AB,51.03495791,-113.86007309,471550.0,2.0,3.0,0.04,Townhome,1301.0,Yes,No,,,No,forced air,carpet,fiberglass,No,none,No,No,No
Chestermere,AB,51.03495791,-113.86007309,463450.0,2.0,3.0,0.04,Townhome,1179.0,Yes,No,,,No,forced air,carpet,fiberglass,No,none,No,No,No
Calgary,AB,51.0473641,-114.0497541,399000.0,2.0,2.0,0.0,Condo,760.0,Yes,Yes,,,No,,tile,,No,none,No,No,No
Chestermere,AB,51.03495791,-113.86007309,469750.0,2.0,3.0,0.04,Townhome,1301.0,Yes,No,,,No,forced air,carpet,fiberglass,No,none,No,No,No
Chestermere,AB,51.02677325,-113.85721014,781740.0,3.0,3.0,0.09,Single Family,2257.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Calgary,AB,51.1634617,-114.1309291,504900.0,3.0,3.0,0.0,Condo/Townhome,1268.0,Yes,No,,,Yes,forced air,carpet,,No,none,No,No,Yes
Chestermere,AB,51.03495791,-113.86007309,467850.0,2.0,4.0,0.04,Townhome,1344.0,Yes,No,,,No,forced air,carpet,fiberglass,No,none,No,No,No
Chestermere,AB,51.03495791,-113.86007309,480250.0,2.0,4.0,0.04,Townhome,1344.0,Yes,No,,,No,forced air,carpet,fiberglass,No,none,No,No,No
Golden,BC,51.2896996,-116.9485931,1149000.0,4.0,3.0,0.18,Single Family,2877.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Chestermere,AB,51.03495791,-113.86007309,480250.0,2.0,4.0,0.04,Townhome,1344.0,Yes,No,,,No,forced air,carpet,fiberglass,No,none,No,No,No
Olds,AB,51.79333396,-114.11370692,499900.0,4.0,3.0,0.11,Single Family,1384.0,Yes,No,Finished,,Yes,forced air,vinyl,asphalt,No,none,No,No,No
Moose Jaw,SK,50.4014034,-105.5763161,99900.0,2.0,1.0,0.0,Condo/Townhome,846.0,No,No,,Concrete,Yes,boiler,,,No,none,No,No,No
Martensville,SK,52.301208,-106.6675305,205900.0,3.0,2.0,0.0,Condo/Townhome,660.0,No,Yes,,,No,forced air,,,No,none,No,No,No
Calgary,AB,51.0579985,-114.098557,719900.0,4.0,2.0,0.08,Single Family,1953.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Calgary,AB,51.1312913,-114.2045672,769000.0,3.0,3.0,0.11,Single Family,1165.0,Yes,Yes,Finished,,No,,wood,asphalt,No,none,No,Yes,No
Niverville,MB,49.603911,-97.0529,479900.0,2.0,2.0,0.0,Single Family,1320.0,Yes,No,,,No,forced air,carpet,,No,municipal,No,No,No
Yorkton,SK,51.1975215,-102.4860227,379900.0,5.0,2.0,0.15,Single Family,1252.0,Yes,Yes,Finished,Vinyl,Yes,forced air,,asphalt,No,none,No,No,No
Calgary,AB,51.1564382,-114.1276321,824900.0,4.0,4.0,0.1,Single Family,1807.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Weyburn,SK,49.6722448,-103.837785,429000.0,5.0,3.0,0.2,Single Family,1484.0,Yes,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Westbourne (town),MB,50.129089,-98.581166,217500.0,5.0,3.0,0.0,Single Family,1296.0,Yes,No,,,Yes,forced air,carpet,,No,septic,No,No,No
Coleman,AB,49.6342327,-114.514745,319000.0,3.0,1.0,0.07,Single Family,1052.0,Yes,No,Finished,,No,forced air,tile,metal,No,none,No,No,No
Calgary,AB,51.0751819,-113.9360871,159900.0,1.0,1.0,0.0,Condo,538.0,No,No,,,Yes,radiant,carpet,,No,none,No,No,Yes
Airdrie,AB,51.2897539,-114.053145,690000.0,3.0,3.0,0.0,Single Family,1842.0,Yes,No,Finished,,No,forced air,tile,asphalt,No,none,No,No,No
Medicine Hat,AB,50.0072606,-110.6545764,665000.0,5.0,4.0,0.18,Single Family,2258.0,Yes,Yes,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
La Ronge,SK,55.1146742,-105.2777309,239900.0,4.0,2.0,0.19,Single Family,1100.0,No,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Calgary,AB,51.0361968,-114.091097,479000.0,2.0,2.0,0.0,Condo,1217.0,No,Yes,,,Yes,,carpet,,No,none,No,No,Yes
Calgary,AB,51.04159202,-114.05971667,438000.0,2.0,2.0,0.0,Condo,864.0,No,Yes,,,No,radiant,carpet,,No,none,No,No,Yes
Airdrie,AB,51.2787036,-113.9861649,629900.0,3.0,3.0,0.12,Single Family,1274.0,Yes,Yes,Finished,,Yes,forced air,wood,asphalt,No,none,No,No,No
Whitecourt,AB,54.149811,-115.679177,289900.0,4.0,3.0,0.15,Single Family,1328.0,Yes,No,Finished,,Yes,forced air,laminate,asphalt,No,none,No,No,No
Olds,AB,51.8025214,-114.1280876,1049900.0,4.0,3.0,0.17,Single Family,2079.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Blairmore,AB,49.6067525,-114.4478818,499000.0,3.0,2.0,0.17,Single Family,1700.0,No,Yes,Finished,,Yes,boiler,carpet,,No,none,No,Yes,No
Calgary,AB,51.1641855,-113.9616035,349900.0,2.0,2.0,0.0,Condo,804.0,No,Yes,,,No,radiant,vinyl,,No,none,No,No,No
Calgary,AB,51.1433162,-114.2292807,522900.0,2.0,1.0,0.0,Condo/Townhome,1167.0,Yes,No,,,No,forced air,carpet,,No,municipal,No,No,No
Calgary,AB,51.1641855,-113.9616035,349900.0,2.0,1.0,0.0,Condo,704.0,No,Yes,,,No,radiant,vinyl,,No,none,No,No,No
Calgary,AB,51.143378,-114.230142,998500.0,4.0,4.0,0.0,Condo/Townhome,1846.0,Yes,Yes,,,Yes,forced air,carpet,,No,municipal,No,No,No
Calgary,AB,51.1641855,-113.9616035,369900.0,2.0,2.0,0.0,Condo,721.0,No,Yes,,,No,radiant,vinyl,,No,none,No,No,No
Good Lake Rm No. 274,SK,51.455473,-102.710825,394444.0,3.0,2.0,20.0,Single Family,1000.0,No,Yes,Finished,,No,forced air,,asphalt,No,septic,No,No,No
Carstairs,AB,51.5510183,-114.1003106,649900.0,3.0,3.0,0.12,Single Family,2368.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Red Deer,AB,52.2571893,-113.7718813,479000.0,4.0,3.0,0.14,Single Family,1396.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,,No,none,No,No,No
Calgary,AB,51.0284471,-114.1436638,999900.0,4.0,4.0,0.07,Single Family,1920.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,,No,none,No,No,No
Lloydminster,SK,53.2733932,-109.9816132,379900.0,4.0,3.0,0.11,Single Family,1064.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Creston,BC,49.0958519,-116.4764023,615000.0,3.0,2.0,0.75,Single Family,1376.0,Yes,No,,Concrete,No,forced air,carpet,asphalt,No,septic,No,No,No
Windermere,BC,50.4900589,-115.9908752,629000.0,3.0,2.0,0.02,Single Family,1607.0,No,No,Finished,Metal,No,forced air,carpet,asphalt,No,municipal,No,No,No
Calgary,AB,51.0788254,-114.1504267,679000.0,3.0,2.0,0.0,Condo,952.0,Yes,Yes,,,No,radiant,tile,,No,none,No,No,Yes
Cranbrook,BC,49.4976901,-115.7770213,449900.0,5.0,2.0,0.14,Single Family,1695.0,No,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Airdrie,AB,51.2671762,-113.9902096,235000.0,1.0,1.0,0.0,Condo,623.0,No,No,,Vinyl,No,radiant,carpet,,No,none,No,No,No
Lethbridge,AB,49.6848165,-112.9207556,599000.0,4.0,4.0,0.09,Single Family,1844.0,Yes,No,Finished,Vinyl,Yes,forced air,carpet,,No,none,No,No,No
Calgary,AB,51.0348977,-114.1284462,1450000.0,6.0,2.0,0.18,Single Family,1422.0,Yes,No,Finished,,Yes,forced air,wood,asphalt,No,none,No,Yes,No
Cranbrook,BC,49.5081482,-115.7398987,609900.0,3.0,3.0,0.17,Single Family,2771.0,Yes,No,Finished,Vinyl,No,forced air,carpet,asphalt,No,municipal,No,No,No
Hanna,AB,51.6453491,-111.9396712,375000.0,4.0,3.0,0.0,Single Family,2608.0,Yes,Yes,No basement,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Regina,SK,50.4345858,-104.6290555,1179900.0,4.0,4.0,0.13,Single Family,2014.0,Yes,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Calgary,AB,50.9140864,-113.9535182,439000.0,2.0,3.0,0.0,Condo/Townhome,1185.0,Yes,No,,,No,forced air,carpet,,No,none,No,No,Yes
Rural Big Lakes County,AB,55.2586476,-116.80795015,350000.0,3.0,2.0,12.0,Single Family,1587.0,No,Yes,No basement,,No,forced air,laminate,asphalt,No,septic,No,No,Yes
Airdrie,AB,51.2644309,-113.9851931,739900.0,3.0,3.0,0.09,Single Family,2184.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Bergheim Estates,SK,52.217713,-106.430685,1250000.0,5.0,4.0,6.27,Single Family,2140.0,Yes,No,Finished,,Yes,forced air,,asphalt,No,septic,No,No,No
Milk River,AB,49.1501406,-112.0876853,329000.0,2.0,2.0,0.28,Single Family,2305.0,Yes,Yes,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Regina,SK,50.4718409,-104.6434513,150000.0,2.0,1.0,0.07,Single Family,610.0,No,No,No basement,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Regina,SK,50.4477318,-104.5959289,79000.0,2.0,1.0,0.05,Single Family,719.0,No,No,Finished,Concrete,No,forced air,,asphalt,No,none,No,No,No
Canmore,AB,51.04795,-115.30591,838500.0,2.0,2.0,0.0,Townhome,847.0,Yes,Yes,,,Yes,fireplace,vinyl,asphalt,No,none,No,No,Yes
Salmo,BC,49.1832237,-117.2643509,319000.0,3.0,2.0,0.0,Single Family,1275.0,No,No,,,No,forced air,,asphalt,No,septic,No,No,No
Olds,AB,51.7999459,-114.1074904,549900.0,5.0,4.0,0.15,Single Family,1590.0,Yes,No,Finished,Vinyl,Yes,forced air,carpet,,No,none,No,No,No
Invermere,BC,50.5068245,-116.0282974,589900.0,2.0,3.0,0.0,Condo/Townhome,1528.0,Yes,No,,Composite,Yes,radiant,carpet,,No,municipal,No,No,No
Calgary,AB,50.9517174,-114.0454439,1275000.0,5.0,3.0,0.19,Single Family,2655.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Moose Jaw,SK,50.401713,-105.575842,99900.0,2.0,1.0,0.0,Condo/Townhome,847.0,No,No,,Concrete,Yes,boiler,,,No,none,No,No,No
Elkford,BC,49.9972343,-114.9227524,449900.0,3.0,2.0,0.24,Single Family,1658.0,No,No,,,No,forced air,,,No,municipal,No,No,No
High River,AB,50.590995,-113.903994,680000.0,3.0,3.0,0.14,Single Family,1292.0,Yes,No,Finished,Vinyl,No,forced air,carpet,,No,none,No,No,No
Red Deer,AB,52.25093812,-113.785972466,269900.0,3.0,2.0,0.0,Condo/Townhome,1035.0,No,No,,Concrete,Yes,forced air,carpet,,No,none,No,No,No
Calgary,AB,51.08825625,-114.2038141,349000.0,3.0,1.0,0.0,Condo/Townhome,1109.0,No,Yes,,,No,forced air,vinyl,,No,none,No,No,No
Regina,SK,50.4951027,-104.6195132,524900.0,4.0,4.0,0.1,Single Family,1471.0,Yes,No,Finished,Brick,No,forced air,,asphalt,No,none,No,No,No
Lethbridge,AB,49.6855957,-112.8858144,459900.0,4.0,3.0,0.16,Single Family,1312.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Nipawin Rm No. 487,SK,53.228527,-104.416914,195000.0,3.0,2.0,7.5,Single Family,1544.0,Yes,No,Partial,Vinyl,Yes,forced air,,asphalt,No,septic,No,No,No
Warner,AB,49.2810927,-112.2098138,319500.0,3.0,1.0,0.32,Single Family,1528.0,No,Yes,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Lethbridge,AB,49.648123,-112.831058,339000.0,2.0,2.0,0.0,Condo,1416.0,Yes,No,,,Yes,forced air,carpet,,No,none,No,No,Yes
Calgary,AB,51.0583991,-113.9489739,678900.0,5.0,3.0,0.12,Single Family,1047.0,Yes,No,Finished,,Yes,forced air,vinyl,asphalt,No,none,No,No,No
Calgary,AB,50.8714444,-113.9277457,914900.0,6.0,4.0,0.07,Single Family,2311.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,Yes
Saskatoon,SK,52.1061297,-106.5751326,329900.0,2.0,2.0,0.0,Condo,1178.0,No,Yes,,Brick,No,boiler,,,No,none,No,No,No
Weyburn,SK,49.6666207,-103.8255665,382000.0,4.0,3.0,0.0,Single Family,1632.0,Yes,No,Finished,Brick,Yes,boiler,,asphalt,No,none,No,No,No
Calgary,AB,50.97863019,-114.06498823,218888.0,1.0,1.0,0.0,Condo,752.0,No,Yes,,,No,radiant,carpet,,No,none,No,No,Yes
Shellbrook,SK,53.2186066,-106.3869607,239900.0,4.0,2.0,0.14,Single Family,884.0,No,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Prince Albert,SK,53.227485,-105.683657,749900.0,5.0,3.0,5.45,Single Family,1457.0,Yes,No,Finished,Concrete,Yes,forced air,,asphalt,No,none,No,No,No
Lethbridge,AB,49.715347,-112.803191,369000.0,5.0,2.0,0.13,Single Family,1054.0,Yes,No,Finished,,No,forced air,carpet,flat,No,none,No,Yes,No
St. Albert,AB,53.6405587,-113.686338,499900.0,4.0,3.0,0.0,Single Family,1833.0,No,Yes,Finished,,Yes,forced air,,asphalt,No,none,No,No,No
Fort Qu'Appelle,SK,50.769662,-103.803433,249900.0,2.0,2.0,0.0,Condo,1356.0,No,Yes,,Concrete,Yes,forced air,,,No,none,No,No,No
Coleman,AB,49.6372963,-114.4966926,375000.0,2.0,2.0,0.11,Single Family,1230.0,Yes,No,Partial,,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Prince Albert,SK,53.1957757,-105.7073914,559900.0,4.0,3.0,0.23,Single Family,2419.0,Yes,Yes,No basement,Concrete,Yes,forced air,,asphalt,No,none,No,No,No
Lloydminster,AB,53.2750849,-110.0459221,157000.0,1.0,1.0,0.0,Condo,785.0,No,Yes,,,No,boiler,carpet,,No,none,No,No,Yes
Calgary,AB,51.1419062,-113.9530196,795900.0,4.0,4.0,0.07,Single Family,1963.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,Yes,No
Lloydminster,AB,53.2750849,-110.0459221,199900.0,2.0,2.0,0.0,Condo,1034.0,Yes,Yes,,,No,boiler,carpet,,No,none,No,No,Yes
Moose Jaw,SK,50.3838755,-105.5625306,359900.0,2.0,3.0,0.0,Single Family,1993.0,Yes,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Blaine Lake,SK,52.8311301,-106.8768848,64900.0,2.0,1.0,0.12,Single Family,765.0,Yes,Yes,Finished,Metal,No,forced air,,asphalt,No,none,No,No,No
Riverside Estates,SK,52.048622,-106.714602,4200000.0,5.0,4.0,3.49,Single Family,4552.0,Yes,Yes,Finished,Brick,Yes,boiler,,tile,No,septic,No,No,No
Lethbridge,AB,49.6627458,-112.9067039,440000.0,3.0,3.0,0.06,Duplex,1260.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Regina,SK,50.4636461,-104.5369131,359900.0,3.0,2.0,0.14,Single Family,901.0,Yes,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Okotoks,AB,50.71065843,-113.94888749,1275000.0,4.0,4.0,0.27,Single Family,2531.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Taber,AB,49.792457,-112.1379505,310000.0,4.0,2.0,0.19,Single Family,1137.0,Yes,Yes,Finished,Concrete,No,forced air,tile,,No,none,No,No,No
"Rural Pincher Creek No. 9, M.D. of",AB,49.557834128,-114.275548982,689000.0,5.0,4.0,14.79,Single Family,2123.0,Yes,Yes,Finished,,Yes,forced air,carpet,,No,septic,No,No,No
Fox Creek,AB,54.405549,-116.800608,336900.0,5.0,3.0,0.19,Single Family,1285.0,Yes,Yes,Finished,,No,forced air,laminate,asphalt,No,none,No,No,No
Lyalta,AB,51.120781,-113.599135,925000.0,5.0,4.0,0.15,Single Family,2407.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
"Rural Paintearth No. 18, County of",AB,52.314562669,-111.646837102,459000.0,1.0,1.0,14.21,Single Family,1176.0,No,No,No basement,,Yes,fireplace,vinyl,,No,septic,No,No,No
Brooks,AB,50.5766782,-111.8898839,475000.0,4.0,3.0,0.16,Single Family,1181.0,Yes,Yes,Finished,,Yes,forced air,carpet,asphalt,No,municipal,No,Yes,No
Calgary,AB,50.921714654,-114.07809744,434900.0,2.0,2.0,0.0,Condo,1322.0,No,Yes,,Concrete,Yes,boiler,carpet,,No,none,No,No,No
Cochrane,AB,51.21618791,-114.46318614,799888.0,3.0,3.0,0.1,Single Family,2338.0,Yes,Yes,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Calgary,AB,50.860398,-114.0218263,249900.0,1.0,1.0,0.0,Condo,493.0,No,Yes,,Brick,No,radiant,vinyl,,No,none,No,No,No
Airdrie,AB,51.2830715,-114.0247796,464900.0,2.0,3.0,0.05,Single Family,1341.0,Yes,No,Finished,Vinyl,No,forced air,carpet,,No,none,No,No,No
Calgary,AB,51.087628647,-114.084974582,1200000.0,6.0,4.0,0.13,MultiFamily,2720.0,Yes,No,Finished,Vinyl,No,,carpet,,No,none,No,No,No
Red Deer,AB,52.2510879,-113.751743,419900.0,3.0,2.0,0.0,Condo,1590.0,No,Yes,,,Yes,boiler,carpet,,No,none,No,No,No
Calgary,AB,50.9587064,-114.0528124,2550000.0,4.0,5.0,0.16,Single Family,3339.0,Yes,No,Finished,,Yes,,wood,asphalt,No,none,No,Yes,No
Edmonton,AB,53.446888,-113.5576782,1688800.0,5.0,5.0,0.23,Single Family,4208.0,Yes,No,Finished,,Yes,forced air,,,No,none,No,No,No
Calgary,AB,50.9172162,-114.0790594,689000.0,5.0,3.0,0.12,Single Family,1934.0,Yes,No,Finished,,Yes,fireplace,carpet,asphalt,No,none,No,No,No
Weyburn,SK,49.666657,-103.8465622,139900.0,2.0,2.0,0.0,Condo,1100.0,No,Yes,,Vinyl,No,forced air,,,No,none,No,No,No
Airdrie,AB,51.292432,-114.0288823,499900.0,4.0,2.0,0.11,Single Family,1334.0,Yes,No,Finished,Vinyl,No,forced air,carpet,,No,none,No,No,No
Calgary,AB,51.0955848,-114.1984112,858000.0,4.0,4.0,0.07,Single Family,1825.0,Yes,No,Finished,Brick,Yes,forced air,carpet,,No,none,No,No,No
High River,AB,50.580754,-113.842485,549900.0,6.0,3.0,0.13,Single Family,1218.0,No,Yes,Finished,,Yes,forced air,carpet,,No,none,No,No,No
Regina,SK,50.4771409,-104.6356631,290000.0,5.0,2.0,0.0,Single Family,960.0,Yes,Yes,Finished,,No,forced air,,,No,none,No,No,No
Nelson,BC,49.6197701,-117.0120926,998000.0,3.0,3.0,1.11,Single Family,2729.0,Yes,No,Finished,Composite,Yes,alt heat,wood,asphalt,No,none,No,No,No
Canmore,AB,51.086124306,-115.372023605,2996700.0,4.0,5.0,0.08,Single Family,2999.0,Yes,No,Finished,,Yes,forced air,wood,,No,none,No,No,No
Calgary,AB,51.051663,-113.9515913,339900.0,4.0,2.0,0.0,Condo/Townhome,1103.0,No,Yes,,,No,forced air,carpet,,No,none,No,No,No
Calgary,AB,51.113121,-113.9600265,549900.0,4.0,3.0,0.08,Single Family,1039.0,No,No,Finished,Vinyl,No,forced air,carpet,,No,none,No,No,No
Regina,SK,50.445361,-104.603263,360000.0,7.0,4.0,0.08,Duplex,2888.0,No,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Calgary,AB,51.1666416,-113.9502882,449000.0,3.0,3.0,0.0,Condo/Townhome,1248.0,No,Yes,,,No,forced air,carpet,,No,none,No,No,No
Macklin,SK,52.3360779,-109.938927,339000.0,5.0,3.0,0.18,Single Family,1298.0,Yes,Yes,Finished,Vinyl,Yes,forced air,,asphalt,No,none,No,No,No
Coaldale,AB,49.7323322,-112.6178569,214900.0,3.0,2.0,0.0,Single Family,1440.0,No,No,,,No,forced air,carpet,,No,none,No,No,No
Airdrie,AB,51.2910183,-114.0415111,289000.0,2.0,2.0,0.0,Condo,835.0,No,Yes,,Brick,No,radiant,laminate,,No,none,No,No,No
Greenbryre,SK,52.080886,-106.579799,1999000.0,2.0,3.0,0.0,Single Family,2303.0,No,No,,Brick,No,forced air,,asphalt,No,none,No,No,No
Kimberley,BC,49.6406087,-115.9733693,869000.0,5.0,3.0,0.21,Single Family,2671.0,Yes,No,Finished,,Yes,forced air,vinyl,asphalt,No,municipal,No,No,No
Assiniboia,SK,49.6227145,-105.9900881,225000.0,4.0,3.0,0.16,Single Family,1380.0,Yes,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Regina,SK,50.4688858,-104.637358,154900.0,2.0,1.0,0.1,Single Family,832.0,Yes,Yes,Finished,,No,forced air,,,No,none,No,No,No
Cochrane,AB,51.21058856,-114.50806278,749900.0,3.0,3.0,0.08,Single Family,2275.0,Yes,No,,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Calgary,AB,51.002164457,-114.07853621,199900.0,1.0,1.0,0.0,Condo,501.0,No,No,,Brick,No,radiant,carpet,,No,none,No,No,No
Cochrane,AB,51.1824476,-114.51242,419999.0,2.0,3.0,0.04,Townhome,1245.0,Yes,No,,,No,forced air,carpet,asphalt,No,none,No,Yes,No
Saskatoon,SK,52.1179402,-106.6544213,389900.0,3.0,2.0,0.1,Single Family,1019.0,No,Yes,Finished,,No,forced air,,,No,none,No,No,No
Pittville Rm No. 169,SK,50.50542,-108.594827,390000.0,3.0,2.0,0.0,Condo,1506.0,Yes,Yes,,Vinyl,Yes,alt heat,,,No,septic,No,No,No
Rochon Sands,AB,52.4584994,-112.8828084,649000.0,4.0,3.0,0.23,Single Family,1225.0,Yes,No,Finished,,No,forced air,laminate,asphalt,No,none,No,No,Yes
Calgary,AB,50.8693293,-114.0687848,839000.0,4.0,4.0,0.08,Single Family,2664.0,Yes,No,Finished,Vinyl,Yes,forced air,carpet,,No,none,No,No,No
Red Deer,AB,52.2888166,-113.7805399,469900.0,3.0,3.0,0.0,Condo,869.0,Yes,No,,Vinyl,No,forced air,carpet,,No,none,No,No,No
Rural Clearwater County,AB,52.37776995,-114.60550547,595000.0,4.0,3.0,3.93,Single Family,2352.0,Yes,Yes,No basement,,No,boiler,tile,metal,No,septic,No,No,No
Saskatoon,SK,52.1721,-106.61196,649900.0,4.0,4.0,0.16,Single Family,2600.0,Yes,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Jaffray,BC,49.3734711,-115.2987937,850000.0,3.0,3.0,0.74,Single Family,1584.0,Yes,No,No basement,Vinyl,No,forced air,carpet,asphalt,No,septic,No,No,No
Panorama Mountain,BC,50.4575806,-116.2410049,479000.0,3.0,2.0,0.0,Condo,1119.0,No,Yes,,Composite,Yes,radiant,other,,No,municipal,No,No,No
Brooks,AB,50.561475,-111.862863,410000.0,3.0,3.0,0.1,Single Family,1060.0,No,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Humboldt,SK,52.204165,-105.1308863,184900.0,3.0,1.0,0.0,Single Family,954.0,Yes,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Airdrie,AB,51.2750949,-114.0241143,339900.0,3.0,2.0,0.0,Condo,1060.0,No,No,,Vinyl,No,forced air,carpet,,No,none,No,No,No
Calgary,AB,51.080676,-113.925701,165000.0,3.0,1.0,0.0,Mobile Home,926.0,No,Yes,,,No,forced air,carpet,asphalt,No,none,No,No,No
Calgary,AB,51.08762865,-114.08497458,1200000.0,6.0,4.0,0.13,Duplex,2720.0,Yes,No,Finished,,No,,carpet,asphalt,No,none,No,No,No
Irvine,AB,49.94739539,-110.18855257,1150000.0,2.0,2.0,160.0,Single Family,1240.0,Yes,No,Finished,,Yes,forced air,vinyl,metal,No,none,No,No,Yes
Calgary,AB,50.8540436,-114.0110354,839900.0,4.0,3.0,0.08,Single Family,2367.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Calgary,AB,50.9180739,-113.8960737,599900.0,3.0,3.0,0.06,Duplex,1691.0,No,Yes,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Calgary,AB,51.0247276,-114.0731206,1398000.0,2.0,3.0,0.0,Condo,2168.0,Yes,No,,Brick,Yes,forced air,carpet,,No,none,No,No,No
Calgary,AB,51.1839196,-114.0801192,429900.0,2.0,2.0,0.0,Condo,956.0,No,Yes,,,No,boiler,carpet,,No,none,No,No,Yes
Loon Lake,SK,54.02115235,-109.40342307,399000.0,3.0,3.0,0.2,Single Family,1516.0,No,Yes,No basement,,Yes,fireplace,laminate,metal,No,none,No,Yes,No
Shaunavon,SK,49.648872,-108.4185738,275000.0,4.0,3.0,0.13,Single Family,1312.0,Yes,Yes,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Nelson,BC,49.620709,-117.0094677,1175000.0,3.0,3.0,1.39,Single Family,2779.0,Yes,No,Finished,Composite,Yes,forced air,other,asphalt,No,septic,No,No,No
Calgary,AB,50.8604756,-114.0737605,846000.0,3.0,3.0,0.09,Single Family,2067.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Calgary,AB,51.17885176,-114.12757005,985000.0,3.0,3.0,0.12,Duplex,1236.0,Yes,No,Finished,,Yes,forced air,vinyl,asphalt,No,none,No,No,No
